energy_ev,gradscf_strength_per_ev,pyscf_strength_per_ev,difference
1.095906848289937052e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.096309163579324064e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.096711478868710898e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.097113794158097733e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.097516109447484745e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.097918424736871579e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.098320740026258591e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.098723055315645425e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.099125370605032437e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.099527685894419271e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.099930001183806105e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100332316473193117e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100734631762579951e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.101136947051966963e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.101539262341353798e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.101941577630740632e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.102343892920127644e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.102746208209514478e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103148523498901490e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103550838788288324e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.103953154077675336e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.104355469367062170e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.104757784656449005e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.105160099945836016e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.105562415235222851e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.105964730524609863e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.106367045813996697e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.106769361103383531e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.107171676392770543e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.107573991682157377e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.107976306971544389e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.108378622260931223e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.108780937550318235e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.109183252839705069e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.109585568129091904e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.109987883418478916e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.110390198707865750e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.110792513997252762e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.111194829286639596e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.111597144576026430e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.111999459865413442e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.112401775154800276e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.112804090444187288e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.113206405733574123e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.113608721022960957e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.114011036312347969e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.114413351601734803e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.114815666891121815e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.115217982180508649e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.115620297469895661e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.116022612759282495e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.116424928048669329e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.116827243338056341e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.117229558627443176e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.117631873916830187e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.118034189206217022e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.118436504495603856e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.118838819784990868e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.119241135074377702e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.119643450363764714e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.120045765653151548e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.120448080942538560e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.120850396231925394e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.121252711521312229e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.121655026810699241e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.122057342100086075e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.122459657389473087e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.122861972678859921e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.123264287968246755e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.123666603257633767e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124068918547020601e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124471233836407613e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124873549125794447e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125275864415181282e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125678179704568294e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.126080494993955128e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.126482810283342140e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.126885125572728974e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.127287440862115986e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.127689756151502820e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.128092071440889654e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.128494386730276666e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.128896702019663500e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.129299017309050512e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.129701332598437347e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.130103647887824181e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.130505963177211193e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.130908278466598027e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.131310593755985039e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.131712909045371873e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.132115224334758885e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.132517539624145719e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.132919854913532554e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.133322170202919565e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.133724485492306400e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.134126800781693412e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.134529116071080246e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.134931431360467080e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.135333746649854092e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.135736061939240926e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.136138377228627938e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.136540692518014772e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.136943007807401784e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.137345323096788618e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.137747638386175453e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.138149953675562465e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.138552268964949299e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.138954584254336311e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.139356899543723145e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.139759214833109979e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140161530122496991e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140563845411883825e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140966160701270837e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.141368475990657672e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.141770791280044506e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.142173106569431518e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.142575421858818352e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.142977737148205364e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.143380052437592198e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.143782367726979210e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.144184683016366044e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.144586998305752878e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.144989313595139890e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.145391628884526725e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.145793944173913737e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.146196259463300571e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.146598574752687405e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.147000890042074417e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.147403205331461251e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.147805520620848263e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.148207835910235097e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.148610151199622109e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.149012466489008943e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.149414781778395778e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.149817097067782790e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150219412357169624e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150621727646556636e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.151024042935943470e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.151426358225330304e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.151828673514717316e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.152230988804104150e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.152633304093491162e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.153035619382877996e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.153437934672265008e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.153840249961651843e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.154242565251038677e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.154644880540425689e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.155047195829812523e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.155449511119199535e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.155851826408586369e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.156254141697973203e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.156656456987360215e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.157058772276747050e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.157461087566134061e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.157863402855520896e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.158265718144907730e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.158668033434294742e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.159070348723681576e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.159472664013068588e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.159874979302455422e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.160277294591842434e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.160679609881229268e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.161081925170616103e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.161484240460003114e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.161886555749389949e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.162288871038776961e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.162691186328163795e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.163093501617550629e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.163495816906937641e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.163898132196324475e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.164300447485711487e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.164702762775098321e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.165105078064485333e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.165507393353872168e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.165909708643259002e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.166312023932646014e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.166714339222032848e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.167116654511419860e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.167518969800806694e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.167921285090193528e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.168323600379580540e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.168725915668967374e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.169128230958354386e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.169530546247741221e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.169932861537128232e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.170335176826515067e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.170737492115901901e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.171139807405288913e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.171542122694675747e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.171944437984062759e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.172346753273449593e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.172749068562836428e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.173151383852223439e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.173553699141610274e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.173956014430997286e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.174358329720384120e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.174760645009770954e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.175162960299157966e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.175565275588544800e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.175967590877931812e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.176369906167318646e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.176772221456705658e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.177174536746092492e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.177576852035479327e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.177979167324866339e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.178381482614253173e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.178783797903640185e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.179186113193027019e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.179588428482413853e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.179990743771800865e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.180393059061187699e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.180795374350574711e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.181197689639961546e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.181600004929348557e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.182002320218735392e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.182404635508122226e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.182806950797509238e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.183209266086896072e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.183611581376283084e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.184013896665669918e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.184416211955056752e+01,1.218215848639316946e-307,1.218215858565838055e-307,-9.926521109176954961e-316
1.184818527244443764e+01,3.984116732685930642e-307,3.984116765123268333e-307,-3.243733769125416651e-315
1.185220842533830599e+01,1.301687581981797091e-306,1.301687592570721735e-306,-1.058892464376822436e-314
1.185623157823217610e+01,4.248624672117746579e-306,4.248624706650657304e-306,-3.453291072499904362e-314
1.186025473112604445e+01,1.385341580698059940e-305,1.385341591948643431e-305,-1.125058349099788050e-313
1.186427788401991457e+01,4.512656435741350679e-305,4.512656472358069984e-305,-3.661671930473665898e-313
1.186830103691378291e+01,1.468502090338355089e-304,1.468502102244375975e-304,-1.190602088654197619e-312
1.187232418980765125e+01,4.774014849608062055e-304,4.774014888280735148e-304,-3.867267309260375139e-312
1.187634734270152137e+01,1.550457477621077638e-303,1.550457490169996249e-303,-1.254891861078040501e-311
1.188037049559538971e+01,5.030403846765569565e-303,5.030403887446536211e-303,-4.068096664648444889e-311
1.188439364848925983e+01,1.630469736626670349e-302,1.630469749801186644e-302,-1.317451629451244918e-310
1.188841680138312817e+01,5.279460320776994345e-302,5.279460363399059879e-302,-4.262206553417854832e-310
1.189243995427699652e+01,1.707785083716264262e-301,1.707785097492399572e-301,-1.377613530924187558e-309
1.189646310717086664e+01,5.518789122945593766e-301,5.518789167425353470e-301,-4.447975970368994628e-309
1.190048626006473498e+01,1.781645442356041422e-300,1.781645456703204763e-300,-1.434716334045987305e-308
1.190450941295860510e+01,5.746000515532050371e-300,5.746000561765110589e-300,-4.623306021800329306e-308
1.190853256585247344e+01,1.851300582982244616e-299,1.851300597865209042e-299,-1.488296442624676020e-307
1.191255571874634178e+01,5.958749287888877330e-299,5.958749335751545966e-299,-4.786266863613193133e-307
1.191657887164021190e+01,1.916020652828699771e-298,1.916020668205967202e-298,-1.537726743078368815e-306
1.192060202453408024e+01,6.154774657656785275e-298,6.154774707010028422e-298,-4.935324314733799811e-306
1.192462517742795036e+01,1.975108807531964256e-297,1.975108823356431096e-297,-1.582446683959184299e-305
1.192864833032181870e+01,6.331940018942003340e-297,6.331940069630459713e-297,-5.068845637330727978e-305
1.193267148321568882e+01,2.027913641633828086e-296,2.027913657853698997e-296,-1.621987091148941735e-304
1.193669463610955717e+01,6.488271567255767773e-296,6.488271619106434655e-296,-5.185066688134402427e-304
1.194071778900342551e+01,2.073841109593591348e-295,2.073841126152590134e-295,-1.655899878584111671e-303
1.194474094189729563e+01,6.621994828773097604e-295,6.621994881602065794e-295,-5.282896819026552523e-303
1.194876409479116397e+01,2.112365633198113798e-294,2.112365650035742069e-294,-1.683762827092192993e-302
1.195278724768503409e+01,6.731568150772470325e-294,6.731568204384267651e-294,-5.361179732567732793e-302
1.195681040057890243e+01,2.143040105425087209e-293,2.143040122477984283e-293,-1.705289707430957768e-301
1.196083355347277077e+01,6.815712270467637491e-293,6.815712324655823512e-293,-5.418818602066967965e-301
1.196485670636664089e+01,2.165504524755647979e-292,2.165504541957841724e-292,-1.720219374502337877e-300
1.196887985926050924e+01,6.873435169699072073e-292,6.873435224252412962e-292,-5.455334088902282381e-300
1.197290301215437935e+01,2.179493026864112800e-291,2.179493044147694051e-291,-1.728358125057849442e-299
1.197692616504824770e+01,6.904051540410568586e-291,6.904051595112456474e-291,-5.470188788785221666e-299
1.198094931794211782e+01,2.184839121679473719e-290,2.184839138975146697e-290,-1.729567297834807554e-298
1.198497247083598616e+01,6.907196326979334355e-290,6.907196381612431646e-290,-5.463309729083551760e-298
1.198899562372985450e+01,2.181478991586060739e-289,2.181479008825621185e-289,-1.723956044632367872e-297
1.199301877662372462e+01,6.882831971186353993e-289,6.882832025531536724e-289,-5.434518273035651724e-297
1.199704192951759296e+01,2.169452759423126465e-288,2.169452776538215155e-288,-1.711508868968144302e-296
1.200106508241146308e+01,6.831249158816415387e-288,6.831249212662152067e-288,-5.384573667962174277e-296
1.200508823530533142e+01,2.148903691034494967e-287,2.148903707957827294e-287,-1.692333232638955016e-295
1.200911138819919977e+01,6.753061047146924981e-287,6.753061100284490436e-287,-5.313756545504091134e-295
1.201313454109306988e+01,2.120075354554641243e-286,2.120075371222259104e-286,-1.666761786160376356e-294
1.201715769398693823e+01,6.649191133593749080e-286,6.649191185822025759e-286,-5.222827667894932628e-294
1.202118084688080835e+01,2.083306815167134183e-285,2.083306831517343115e-285,-1.635020893206366040e-293
1.202520399977467669e+01,6.520855101056909186e-285,6.520855152188908717e-285,-5.113199953089670276e-293
1.202922715266854681e+01,2.039025997883859546e-284,2.039026013858571429e-284,-1.597471188304176936e-292
1.203325030556241515e+01,6.369537139012334468e-284,6.369537188871391093e-284,-4.985905662511667263e-292
1.203727345845628349e+01,1.987741399980509475e-283,1.987741415526240121e-283,-1.554573064582423686e-291
1.204129661135015361e+01,6.196961385038800149e-283,6.196961433461734114e-283,-4.842293396433761901e-291
1.204531976424402195e+01,1.930032377448137968e-282,1.930032392516280810e-282,-1.506814284133258241e-290
1.204934291713789207e+01,6.005059254796555467e-282,6.005059301638045901e-282,-4.684149043338012223e-290
1.205336607003176042e+01,1.866538264716237957e-281,1.866538279263134486e-281,-1.454689652874658482e-289
1.205738922292562876e+01,5.795933525193090788e-281,5.795933570324479063e-281,-4.513138827540327655e-289
1.206141237581949888e+01,1.797946612971012319e-280,1.797946626958810585e-280,-1.398779826608572477e-288
1.206543552871336722e+01,5.571820102852332773e-280,5.571820146161961856e-280,-4.330962908338899738e-288
1.206945868160723734e+01,1.724980848807906165e-279,1.724980862204638044e-279,-1.339673187893135295e-287
1.207348183450110568e+01,5.335048446318089557e-279,5.335048487714920590e-279,-4.139683103292022664e-287
1.207750498739497402e+01,1.648387661508088476e-278,1.648387674287298505e-278,-1.277921002905583826e-286
1.208152814028884414e+01,5.088001615548111587e-278,5.088001654958978215e-278,-3.941086662807060724e-286
1.208555129318271248e+01,1.568924423920971388e-277,1.568924436062734627e-277,-1.214176323838720438e-285
1.208957444607658260e+01,4.833076896600486503e-277,4.833076933970444232e-277,-3.736995772842542747e-285
1.209359759897045095e+01,1.487346939242005521e-276,1.487346950732213776e-276,-1.149020825486091433e-284
1.209762075186432106e+01,4.572647895446278502e-276,4.572647930739317762e-276,-3.529303925944914498e-284
1.210164390475818941e+01,1.404397784748160852e-275,1.404397795578455147e-275,-1.083029429595954066e-283
1.210566705765205775e+01,4.309028915309361051e-275,4.309028948509253930e-275,-3.319989287892840105e-283
1.210969021054592787e+01,1.320795494797628642e-274,1.320795504964938016e-274,-1.016730937393014555e-282
1.211371336343979621e+01,4.044442330882041476e-274,4.044442361988649703e-274,-3.110660822682416337e-282
1.211773651633366633e+01,1.237224790579357066e-273,1.237224800086612131e-273,-9.507255065523522484e-282
